OBJECTID,FID_Wuhan,name,FID_t20130101start,T_TargetID,T_UTCTime,t1,t2,OD,T_Longitud,T_Latitude
14361,19,江岸区,11053,MMC8000GPSANDASYN051113-19821-00000000,1356995290,0,262144,11054,114.280451,30.619933
13119,19,江岸区,11053,MMC8000GPSANDASYN051113-19821-00000000,1356995730,262144,0,11054,114.29979,30.60984
8494,17,硚口区,11054,MMC8000GPSANDASYN051113-19821-00000000,1356996500,0,262144,11055,114.249843,30.571961
12313,19,江岸区,11054,MMC8000GPSANDASYN051113-19821-00000000,1356997400,262144,0,11055,114.293325,30.602743
15623,18,江汉区,11055,MMC8000GPSANDASYN051113-19821-00000000,1356998900,0,262144,11056,114.23079,30.630873
16644,19,江岸区,11055,MMC8000GPSANDASYN051113-19821-00000000,1357000440,262144,0,11056,114.2832,30.643175
10399,17,硚口区,11056,MMC8000GPSANDASYN051113-19821-00000000,1357001590,0,262144,11057,114.241351,30.58718
10438,17,硚口区,11056,MMC8000GPSANDASYN051113-19821-00000000,1357001760,262144,0,11057,114.247003,30.586561
16313,19,江岸区,11057,MMC8000GPSANDASYN051113-19821-00000000,1357003360,0,262144,11058,114.27343,30.64173
16148,19,江岸区,11057,MMC8000GPSANDASYN051113-19821-00000000,1357004820,262144,0,11058,114.307426,30.634835
13153,14,武昌区,11058,MMC8000GPSANDASYN051113-19821-00000000,1357005280,0,262144,11059,114.347985,30.611553
13421,14,武昌区,11058,MMC8000GPSANDASYN051113-19821-00000000,1357006300,262144,0,11059,114.375598,30.611871
15732,13,青山区,11059,MMC8000GPSANDASYN051113-19821-00000000,1357006970,0,262144,11060,114.374898,30.63234
15771,13,青山区,11059,MMC8000GPSANDASYN051113-19821-00000000,1357007050,262144,0,11060,114.373835,30.629583
12190,14,武昌区,11060,MMC8000GPSANDASYN051113-19821-00000000,1357008250,0,262144,11061,114.338383,30.603726
12616,14,武昌区,11060,MMC8000GPSANDASYN051113-19821-00000000,1357008370,262144,0,11061,114.341578,30.605808
11361,13,青山区,11061,MMC8000GPSANDASYN051113-19821-00000000,1357010030,0,262144,11062,114.43411,30.595081
12111,13,青山区,11061,MMC8000GPSANDASYN051113-19821-00000000,1357010190,262144,0,11062,114.433975,30.600541
14193,13,青山区,11062,MMC8000GPSANDASYN051113-19821-00000000,1357011310,0,262144,11063,114.366105,30.618841
13588,13,青山区,11062,MMC8000GPSANDASYN051113-19821-00000000,1357012670,262144,0,11063,114.376915,30.612948
14575,13,青山区,11063,MMC8000GPSANDASYN051113-19821-00000000,1357012930,0,262144,11064,114.386236,30.621328
14848,13,青山区,11063,MMC8000GPSANDASYN051113-19821-00000000,1357013140,262144,0,11064,114.390121,30.621515
15458,13,青山区,11064,MMC8000GPSANDASYN051113-19821-00000000,1357013740,0,262144,11065,114.365691,30.629056
15685,13,青山区,11064,MMC8000GPSANDASYN051113-19821-00000000,1357014020,262144,0,11065,114.373696,30.628901
16199,13,青山区,11065,MMC8000GPSANDASYN051113-19821-00000000,1357014270,0,262144,11066,114.393906,30.640256
16305,13,青山区,11065,MMC8000GPSANDASYN051113-19821-00000000,1357014380,262144,0,11066,114.39305,30.637635
14820,13,青山区,11066,MMC8000GPSANDASYN051113-19821-00000000,1357014860,0,262144,11067,114.36387,30.622963
15359,13,青山区,11066,MMC8000GPSANDASYN051113-19821-00000000,1357015070,262144,0,11067,114.360358,30.625836
15544,19,江岸区,11067,MMC8000GPSANDASYN051113-19821-00000000,1357015610,0,262144,11068,114.314975,30.630008
11775,14,武昌区,11067,MMC8000GPSANDASYN051113-19821-00000000,1357016680,262144,0,11068,114.342508,30.597366
13172,14,武昌区,11068,MMC8000GPSANDASYN051113-19821-00000000,1357017110,0,262144,11069,114.37537,30.611638
14572,13,青山区,11068,MMC8000GPSANDASYN051113-19821-00000000,1357017280,262144,0,11069,114.376981,30.619875
14676,13,青山区,11069,MMC8000GPSANDASYN051113-19821-00000000,1357017820,0,262144,11070,114.408713,30.621705
14897,13,青山区,11069,MMC8000GPSANDASYN051113-19821-00000000,1357017890,262144,0,11070,114.399906,30.621635
6369,14,武昌区,11070,MMC8000GPSANDASYN051113-19821-00000000,1357020880,0,262144,11071,114.288376,30.550361
7050,14,武昌区,11070,MMC8000GPSANDASYN051113-19821-00000000,1357021110,262144,0,11071,114.293745,30.55756
17544,22,黄陂区,11071,MMC8000GPSANDASYN051113-19821-00000000,1357024070,0,262144,11072,114.206643,30.772983
17433,19,江岸区,11071,MMC8000GPSANDASYN051113-19821-00000000,1357025170,262144,0,11072,114.275931,30.709255
15361,19,江岸区,11072,MMC8000GPSANDASYN051113-19821-00000000,1357026870,0,262144,11073,114.313986,30.62822
14099,13,青山区,11072,MMC8000GPSANDASYN051113-19821-00000000,1357029050,262144,0,11073,114.374045,30.616421
14355,13,青山区,11073,MMC8000GPSANDASYN051113-19821-00000000,1357029140,0,262144,11074,114.377046,30.619883
15382,13,青山区,11073,MMC8000GPSANDASYN051113-19821-00000000,1357029500,262144,0,11074,114.395035,30.625988
16186,13,青山区,11074,MMC8000GPSANDASYN051113-19821-00000000,1357029810,0,262144,11075,114.394028,30.640166
16251,13,青山区,11074,MMC8000GPSANDASYN051113-19821-00000000,1357030180,262144,0,11075,114.398255,30.636661
14629,13,青山区,11075,MMC8000GPSANDASYN051113-19821-00000000,1357030520,0,262144,11076,114.400853,30.62156
14923,13,青山区,11075,MMC8000GPSANDASYN051113-19821-00000000,1357030790,262144,0,11076,114.403291,30.621678
14648,13,青山区,11076,MMC8000GPSANDASYN051113-19821-00000000,1357031270,0,262144,11077,114.375181,30.62162
15107,13,青山区,11076,MMC8000GPSANDASYN051113-19821-00000000,1357031400,262144,0,11077,114.377265,30.623376
14750,13,青山区,11077,MMC8000GPSANDASYN051113-19821-00000000,1357033060,0,262144,11078,114.367266,30.62235
15268,13,青山区,11077,MMC8000GPSANDASYN051113-19821-00000000,1357033360,262144,0,11078,114.367311,30.625093
13705,14,武昌区,11078,MMC8000GPSANDASYN051113-19821-00000000,1357033930,0,262144,11079,114.368746,30.615455
14253,13,青山区,11078,MMC8000GPSANDASYN051113-19821-00000000,1357034000,262144,0,11079,114.372271,30.617628
15297,13,青山区,11079,MMC8000GPSANDASYN051113-19821-00000000,1357034380,0,262144,11080,114.392115,30.627603
15199,13,青山区,11079,MMC8000GPSANDASYN051113-19821-00000000,1357034600,262144,0,11080,114.399583,30.624195
15502,13,青山区,11080,MMC8000GPSANDASYN051113-19821-00000000,1357035060,0,262144,11081,114.374043,30.629541
15757,13,青山区,11080,MMC8000GPSANDASYN051113-19821-00000000,1357035200,262144,0,11081,114.374018,30.629466
15109,13,青山区,11081,MMC8000GPSANDASYN051113-19821-00000000,1357035440,0,262144,11082,114.383508,30.625655
15520,13,青山区,11081,MMC8000GPSANDASYN051113-19821-00000000,1357035550,262144,0,11082,114.381706,30.627315
14905,19,江岸区,11082,MMC8000GPSANDASYN051113-19821-00000000,1357036710,0,262144,11083,114.302105,30.623696
15229,19,江岸区,11082,MMC8000GPSANDASYN051113-19821-00000000,1357036900,262144,0,11083,114.302956,30.62449
16535,19,江岸区,11083,MMC8000GPSANDASYN051113-19821-00000000,1357037380,0,262144,11084,114.30888,30.645713
15187,19,江岸区,11083,MMC8000GPSANDASYN051113-19821-00000000,1357038160,262144,0,11084,114.310791,30.624085
9726,17,硚口区,11084,MMC8000GPSANDASYN051113-19821-00000000,1357039770,0,262144,11085,114.283356,30.582251
10124,17,硚口区,11084,MMC8000GPSANDASYN051113-19821-00000000,1357039900,262144,0,11085,114.280471,30.584701
16090,19,江岸区,11085,MMC8000GPSANDASYN051113-19821-00000000,1357040960,0,262144,11086,114.30118,30.63795
15966,19,江岸区,11085,MMC8000GPSANDASYN051113-19821-00000000,1357041100,262144,0,11086,114.298986,30.631703
14271,18,江汉区,11086,MMC8000GPSANDASYN051113-19821-00000000,1357041470,0,262144,11087,114.251985,30.619333
14431,18,江汉区,11086,MMC8000GPSANDASYN051113-19821-00000000,1357041620,262144,0,11087,114.252965,30.619023
16486,19,江岸区,11087,MMC8000GPSANDASYN051113-19821-00000000,1357042440,0,262144,11088,114.275221,30.644901
12920,18,江汉区,11087,MMC8000GPSANDASYN051113-19821-00000000,1357043540,262144,0,11088,114.278158,30.608631
16234,19,江岸区,11088,MMC8000GPSANDASYN051113-19821-00000000,1357046550,0,262144,11089,114.284196,30.640805
15586,19,江岸区,11088,MMC8000GPSANDASYN051113-19821-00000000,1357047000,262144,0,11089,114.27864,30.628056
15543,19,江岸区,11089,MMC8000GPSANDASYN051113-19821-00000000,1357047300,0,262144,11090,114.26448,30.62998
15687,18,江汉区,11089,MMC8000GPSANDASYN051113-19821-00000000,1357047350,262144,0,11090,114.261538,30.62893
13233,18,江汉区,11090,MMC8000GPSANDASYN051113-19821-00000000,1357047770,0,262144,11091,114.264288,30.612231
13658,18,江汉区,11090,MMC8000GPSANDASYN051113-19821-00000000,1357047860,262144,0,11091,114.260051,30.613316
16543,19,江岸区,11091,MMC8000GPSANDASYN051113-19821-00000000,1357048400,0,262144,11092,114.28911,30.645801
14124,19,江岸区,11091,MMC8000GPSANDASYN051113-19821-00000000,1357049280,262144,0,11092,114.28056,30.616695
16701,19,江岸区,11092,MMC8000GPSANDASYN051113-19821-00000000,1357050530,0,262144,11093,114.25074,30.648683
16553,18,江汉区,11092,MMC8000GPSANDASYN051113-19821-00000000,1357050940,262144,0,11093,114.232261,30.641616
16039,18,江汉区,11093,MMC8000GPSANDASYN051113-19821-00000000,1357051580,0,262144,11094,114.200571,30.637298
14101,18,江汉区,11093,MMC8000GPSANDASYN051113-19821-00000000,1357052250,262144,0,11094,114.242433,30.616458
15983,19,江岸区,11094,MMC8000GPSANDASYN051113-19821-00000000,1357053040,0,262144,11095,114.293548,30.636368
16379,19,江岸区,11094,MMC8000GPSANDASYN051113-19821-00000000,1357053140,262144,0,11095,114.291426,30.639048
17112,19,江岸区,11095,MMC8000GPSANDASYN051113-19821-00000000,1357053740,0,262144,11096,114.337313,30.661663
17257,19,江岸区,11095,MMC8000GPSANDASYN051113-19821-00000000,1357053880,262144,0,11096,114.336346,30.661555
13883,14,武昌区,11096,MMC8000GPSANDASYN051113-19821-00000000,1357054770,0,262144,11097,114.349933,30.6166
13729,14,武昌区,11096,MMC8000GPSANDASYN051113-19821-00000000,1357054900,262144,0,11097,114.351026,30.613761
5667,14,武昌区,11097,MMC8000GPSANDASYN051113-19821-00000000,1357055850,0,262144,11098,114.320445,30.543331
6938,16,汉阳区,11097,MMC8000GPSANDASYN051113-19831-00000000,1356969650,262144,0,11098,114.268526,30.556288
4559,14,武昌区,11098,MMC8000GPSANDASYN051113-19831-00000000,1356973030,0,262144,11099,114.348635,30.531956
3662,12,洪山区,11098,MMC8000GPSANDASYN051113-19831-00000000,1356973460,262144,0,11099,114.356945,30.52597
2045,12,洪山区,11099,MMC8000GPSANDASYN051113-19831-00000000,1356973950,0,262144,11100,114.393356,30.506035
2193,12,洪山区,11099,MMC8000GPSANDASYN051113-19831-00000000,1356974010,262144,0,11100,114.394308,30.508861
5028,14,武昌区,11100,MMC8000GPSANDASYN051113-19831-00000000,1356975060,0,262144,11101,114.325808,30.536108
4673,14,武昌区,11100,MMC8000GPSANDASYN051113-19831-00000000,1356975220,262144,0,11101,114.328633,30.53508
748,12,洪山区,11101,MMC8000GPSANDASYN051113-19831-00000000,1356976460,0,262144,11102,114.40075,30.474403
666,12,洪山区,11101,MMC8000GPSANDASYN051113-19831-00000000,1356998130,262144,0,11102,114.43754,30.479158
1779,12,洪山区,11102,MMC8000GPSANDASYN051113-19831-00000000,1356998430,0,262144,11103,114.44085,30.50146
1441,12,洪山区,11102,MMC8000GPSANDASYN051113-19831-00000000,1356998490,262144,0,11103,114.440878,30.500346
4917,14,武昌区,11103,MMC8000GPSANDASYN051113-19831-00000000,1357000430,0,262144,11104,114.311496,30.534848
2944,12,洪山区,11103,MMC8000GPSANDASYN051113-19831-00000000,1357001830,262144,0,11104,114.316788,30.515448
4916,14,武昌区,11104,MMC8000GPSANDASYN051113-19831-00000000,1357003480,0,262144,11105,114.312403,30.534818
3763,14,武昌区,11104,MMC8000GPSANDASYN051113-19831-00000000,1357003940,262144,0,11105,114.324823,30.527088
5330,14,武昌区,11105,MMC8000GPSANDASYN051113-19831-00000000,1357004200,0,262144,11106,114.327343,30.539501
3246,12,洪山区,11105,MMC8000GPSANDASYN051113-19831-00000000,1357004970,262144,0,11106,114.340963,30.520411
3648,14,武昌区,11106,MMC8000GPSANDASYN051113-19831-00000000,1357005730,0,262144,11107,114.298533,30.522446
3262,14,武昌区,11106,MMC8000GPSANDASYN051113-19831-00000000,1357006170,262144,0,11107,114.298763,30.520578
3913,14,武昌区,11107,MMC8000GPSANDASYN051113-19831-00000000,1357006610,0,262144,11108,114.312183,30.525678
3980,14,武昌区,11107,MMC8000GPSANDASYN051113-19831-00000000,1357007000,262144,0,11108,114.316548,30.528993
1677,12,洪山区,11108,MMC8000GPSANDASYN051113-19831-00000000,1357008590,0,262144,11109,114.39676,30.50004
1386,12,洪山区,11108,MMC8000GPSANDASYN051113-19831-00000000,1357008810,262144,0,11109,114.399256,30.499915
7758,14,武昌区,11109,MMC8000GPSANDASYN051113-19831-00000000,1357011120,0,262144,11110,114.303791,30.56501
7393,14,武昌区,11109,MMC8000GPSANDASYN051113-19831-00000000,1357011200,262144,0,11110,114.301915,30.561055
5207,14,武昌区,11110,MMC8000GPSANDASYN051113-19831-00000000,1357011940,0,262144,11111,114.320968,30.538243
4914,14,武昌区,11110,MMC8000GPSANDASYN051113-19831-00000000,1357011990,262144,0,11111,114.32063,30.53767
2911,12,洪山区,11111,MMC8000GPSANDASYN051113-19831-00000000,1357012940,0,262144,11112,114.349788,30.51247
2672,12,洪山区,11111,MMC8000GPSANDASYN051113-19831-00000000,1357013160,262144,0,11112,114.352986,30.512535
1218,12,洪山区,11112,MMC8000GPSANDASYN051113-19831-00000000,1357013730,0,262144,11113,114.325825,30.487356
904,12,洪山区,11112,MMC8000GPSANDASYN051113-19831-00000000,1357013980,262144,0,11113,114.32679,30.483983
2829,12,洪山区,11113,MMC8000GPSANDASYN051113-19831-00000000,1357015690,0,262144,11114,114.388125,30.511721
2393,12,洪山区,11113,MMC8000GPSANDASYN051113-19831-00000000,1357015970,262144,0,11114,114.39013,30.50991
2328,12,洪山区,11114,MMC8000GPSANDASYN051113-19831-00000000,1357016040,0,262144,11115,114.394483,30.507936
2255,12,洪山区,11114,MMC8000GPSANDASYN051113-19831-00000000,1357016170,262144,0,11115,114.39911,30.509136
805,12,洪山区,11115,MMC8000GPSANDASYN051113-19831-00000000,1357016630,0,262144,11116,114.396706,30.476046
544,12,洪山区,11115,MMC8000GPSANDASYN051113-19831-00000000,1357018330,262144,0,11116,114.388131,30.475083
12966,13,青山区,11116,MMC8000GPSANDASYN051113-19831-00000000,1357019640,0,262144,11117,114.420403,30.610116
846,12,洪山区,11116,MMC8000GPSANDASYN051113-19831-00000000,1357031760,262144,0,11117,114.431728,30.482198
3038,12,洪山区,11117,MMC8000GPSANDASYN051113-19831-00000000,1357033970,0,262144,11118,114.385933,30.513641
2350,12,洪山区,11117,MMC8000GPSANDASYN051113-19831-00000000,1357034170,262144,0,11118,114.393663,30.509683
410,15,江夏区,11118,MMC8000GPSANDASYN051113-19831-00000000,1357035410,0,262144,11119,114.394421,30.459598
269,15,江夏区,11118,MMC8000GPSANDASYN051113-19831-00000000,1357035520,262144,0,11119,114.395445,30.456836
345,15,江夏区,11119,MMC8000GPSANDASYN051113-19831-00000000,1357035650,0,262144,11120,114.406703,30.453808
230,15,江夏区,11119,MMC8000GPSANDASYN051113-19831-00000000,1357036210,262144,0,11120,114.422148,30.452556
1309,12,洪山区,11120,MMC8000GPSANDASYN051113-19831-00000000,1357037400,0,262144,11121,114.333898,30.490786
2661,12,洪山区,11120,MMC8000GPSANDASYN051113-19831-00000000,1357037810,262144,0,11121,114.353515,30.51245
2197,12,洪山区,11121,MMC8000GPSANDASYN051113-19831-00000000,1357038040,0,262144,11122,114.369258,30.507305
2147,12,洪山区,11121,MMC8000GPSANDASYN051113-19831-00000000,1357038170,262144,0,11122,114.364703,30.508526
4392,14,武昌区,11122,MMC8000GPSANDASYN051113-19831-00000000,1357038540,0,262144,11123,114.342928,30.530576
3998,14,武昌区,11122,MMC8000GPSANDASYN051113-19831-00000000,1357038620,262144,0,11123,114.346806,30.529105
2110,12,洪山区,11123,MMC8000GPSANDASYN051113-19831-00000000,1357039110,0,262144,11124,114.340788,30.506755
1524,12,洪山区,11123,MMC8000GPSANDASYN051113-19831-00000000,1357039230,262144,0,11124,114.338086,30.50161
1527,12,洪山区,11124,MMC8000GPSANDASYN051113-19831-00000000,1357039340,0,262144,11125,114.330385,30.497333
1033,12,洪山区,11124,MMC8000GPSANDASYN051113-19831-00000000,1357039480,262144,0,11125,114.333443,30.489811
893,12,洪山区,11125,MMC8000GPSANDASYN051113-19831-00000000,1357039710,0,262144,11126,114.344565,30.478336
958,12,洪山区,11125,MMC8000GPSANDASYN051113-19831-00000000,1357040850,262144,0,11126,114.272011,30.485676
5515,14,武昌区,11126,MMC8000GPSANDASYN051113-19831-00000000,1357042490,0,262144,11127,114.292568,30.54198
5298,14,武昌区,11126,MMC8000GPSANDASYN051113-19831-00000000,1357042570,262144,0,11127,114.29557,30.542228
4870,14,武昌区,11127,MMC8000GPSANDASYN051113-19831-00000000,1357043030,0,262144,11128,114.315543,30.53405
3731,14,武昌区,11127,MMC8000GPSANDASYN051113-19831-00000000,1357043440,262144,0,11128,114.315361,30.52681
3830,14,武昌区,11128,MMC8000GPSANDASYN051113-19831-00000000,1357043690,0,262144,11129,114.321316,30.524653
3306,14,武昌区,11128,MMC8000GPSANDASYN051113-19831-00000000,1357043830,262144,0,11129,114.322865,30.521266
2956,12,洪山区,11129,MMC8000GPSANDASYN051113-19831-00000000,1357044120,0,262144,11130,114.320125,30.512831
2838,12,洪山区,11129,MMC8000GPSANDASYN051113-19831-00000000,1357044230,262144,0,11130,114.320608,30.5141
8765,14,武昌区,11130,MMC8000GPSANDASYN051113-19831-00000000,1357045380,0,262144,11131,114.32272,30.574446
10946,14,武昌区,11130,MMC8000GPSANDASYN051113-19831-00000000,1357046070,262144,0,11131,114.339885,30.590785
10905,14,武昌区,11131,MMC8000GPSANDASYN051113-19831-00000000,1357046280,0,262144,11132,114.352386,30.591245
3883,12,洪山区,11131,MMC8000GPSANDASYN051113-19831-00000000,1357047160,262144,0,11132,114.349336,30.528341
800,12,洪山区,11132,MMC8000GPSANDASYN051113-19831-00000000,1357048350,0,262144,11133,114.355726,30.476021
892,12,洪山区,11132,MMC8000GPSANDASYN051113-19831-00000000,1357048830,262144,0,11133,114.371405,30.483483
1007,12,洪山区,11133,MMC8000GPSANDASYN051113-19831-00000000,1357048920,0,262144,11134,114.383145,30.48146
824,12,洪山区,11133,MMC8000GPSANDASYN051113-19831-00000000,1357049070,262144,0,11134,114.377588,30.481826
747,12,洪山区,11134,MMC8000GPSANDASYN051113-19831-00000000,1357049510,0,262144,11135,114.355755,30.474346
592,12,洪山区,11134,MMC8000GPSANDASYN051113-19831-00000000,1357050390,262144,0,11135,114.34252,30.476253
1501,12,洪山区,11135,MMC8000GPSANDASYN051113-19831-00000000,1357051050,0,262144,11136,114.30939,30.496626
1817,12,洪山区,11135,MMC8000GPSANDASYN051113-19831-00000000,1357051390,262144,0,11136,114.321086,30.506743
1489,12,洪山区,11136,MMC8000GPSANDASYN051113-19831-00000000,1357052290,0,262144,11137,114.38807,30.496391
1032,12,洪山区,11136,MMC8000GPSANDASYN051113-19831-00000000,1357052510,262144,0,11137,114.390255,30.4898
1045,12,洪山区,11137,MMC8000GPSANDASYN051113-19831-00000000,1357052780,0,262144,11138,114.38899,30.48167
615,12,洪山区,11137,MMC8000GPSANDASYN051113-19831-00000000,1357052860,262144,0,11138,114.388751,30.477271
619,12,洪山区,11138,MMC8000GPSANDASYN051113-19831-00000000,1357053000,0,262144,11139,114.382273,30.468078
1297,12,洪山区,11138,MMC8000GPSANDASYN051113-19831-00000000,1357055070,262144,0,11139,114.414373,30.498701
162,15,江夏区,11139,MMC8000GPSANDASYN051113-19831-00000000,1357055730,0,262144,11140,114.440543,30.433383
7042,14,武昌区,11139,MMC8000GPSANDASYN051113-19847-00000000,1356969820,262144,0,11140,114.304296,30.557511
7129,14,武昌区,11140,MMC8000GPSANDASYN051113-19847-00000000,1356969930,0,262144,11141,114.300916,30.557743
5317,14,武昌区,11140,MMC8000GPSANDASYN051113-19847-00000000,1356970850,262144,0,11141,114.292858,30.542303
5553,14,武昌区,11141,MMC8000GPSANDASYN051113-19847-00000000,1356970910,0,262144,11142,114.296315,30.542301
8695,17,硚口区,11141,MMC8000GPSANDASYN051113-19847-00000000,1356971750,262144,0,11142,114.266068,30.574155
9080,17,硚口区,11142,MMC8000GPSANDASYN051113-19847-00000000,1356971860,0,262144,11143,114.264086,30.577485
12322,18,江汉区,11142,MMC8000GPSANDASYN051113-19847-00000000,1356972510,262144,0,11143,114.27161,30.602825
12443,18,江汉区,11143,MMC8000GPSANDASYN051113-19847-00000000,1356972600,0,262144,11144,114.271255,30.60608
15344,19,江岸区,11143,MMC8000GPSANDASYN051113-19847-00000000,1356973390,262144,0,11144,114.30834,30.625738
12514,19,江岸区,11144,MMC8000GPSANDASYN051113-19847-00000000,1356973670,0,262144,11145,114.297513,30.606858
17287,19,江岸区,11144,MMC8000GPSANDASYN051113-19847-00000000,1356974610,262144,0,11145,114.327283,30.663111
17053,19,江岸区,11145,MMC8000GPSANDASYN051113-19847-00000000,1356974810,0,262144,11146,114.329108,30.660251
17238,19,江岸区,11145,MMC8000GPSANDASYN051113-19847-00000000,1356975420,262144,0,11146,114.297,30.660938
12416,19,江岸区,11146,MMC8000GPSANDASYN051113-19847-00000000,1356976020,0,262144,11147,114.296823,30.605831
10260,17,硚口区,11146,MMC8000GPSANDASYN051113-19847-00000000,1356976660,262144,0,11147,114.258413,30.585548
9756,17,硚口区,11147,MMC8000GPSANDASYN051113-19847-00000000,1356976740,0,262144,11148,114.260785,30.582531
15791,13,青山区,11147,MMC8000GPSANDASYN051113-19847-00000000,1356978420,262144,0,11148,114.399501,30.629765
14983,13,青山区,11148,MMC8000GPSANDASYN051113-19847-00000000,1356978680,0,262144,11149,114.39957,30.62436
16717,13,青山区,11148,MMC8000GPSANDASYN051113-19847-00000000,1356979080,262144,0,11149,114.412906,30.645068
11854,19,江岸区,11149,MMC8000GPSANDASYN051113-19847-00000000,1356981010,0,262144,11150,114.298603,30.599963
10408,14,武昌区,11149,MMC8000GPSANDASYN051113-19847-00000000,1356981890,262144,0,11150,114.326555,30.586383
10760,14,武昌区,11150,MMC8000GPSANDASYN051113-19847-00000000,1356982000,0,262144,11151,114.325296,30.589993
17127,13,青山区,11150,MMC8000GPSANDASYN051113-19847-00000000,1356983300,262144,0,11151,114.433476,30.658493
10557,14,武昌区,11151,MMC8000GPSANDASYN051113-19847-00000000,1356985740,0,262144,11152,114.32387,30.588156
10623,14,武昌区,11151,MMC8000GPSANDASYN051113-19847-00000000,1356985750,262144,0,11152,114.32387,30.588156
11452,18,江汉区,11152,MMC8000GPSANDASYN051113-19847-00000000,1356986700,0,262144,11153,114.295563,30.5958
11941,18,江汉区,11152,MMC8000GPSANDASYN051113-19847-00000000,1356987150,262144,0,11153,114.273635,30.599121
11748,18,江汉区,11153,MMC8000GPSANDASYN051113-19847-00000000,1356987320,0,262144,11154,114.266721,30.598965
10419,17,硚口区,11153,MMC8000GPSANDASYN051113-19847-00000000,1356987830,262144,0,11154,114.246025,30.586465
9608,17,硚口区,11154,MMC8000GPSANDASYN051113-19847-00000000,1356988000,0,262144,11155,114.247556,30.581411
7475,16,汉阳区,11154,MMC8000GPSANDASYN051113-19847-00000000,1356989060,262144,0,11155,114.162895,30.56198
8244,16,汉阳区,11155,MMC8000GPSANDASYN051113-19847-00000000,1356989530,0,262144,11156,114.186913,30.569526
5178,14,武昌区,11155,MMC8000GPSANDASYN051113-19847-00000000,1356990750,262144,0,11156,114.317116,30.54068
5157,14,武昌区,11156,MMC8000GPSANDASYN051113-19847-00000000,1356990890,0,262144,11157,114.323598,30.537513
13009,13,青山区,11156,MMC8000GPSANDASYN051113-19847-00000000,1356991900,262144,0,11157,114.417345,30.609263
10436,14,武昌区,11157,MMC8000GPSANDASYN051113-19847-00000000,1356996060,0,262144,11158,114.325025,30.587413
10539,14,武昌区,11157,MMC8000GPSANDASYN051113-19847-00000000,1356996080,262144,0,11158,114.325025,30.587413
10558,14,武昌区,11158,MMC8000GPSANDASYN051113-19847-00000000,1356996270,0,262144,11159,114.323986,30.588168
16120,19,江岸区,11158,MMC8000GPSANDASYN051113-19847-00000000,1356997030,262144,0,11159,114.32468,30.634105
13393,19,江岸区,11159,MMC8000GPSANDASYN051113-19847-00000000,1356997440,0,262144,11160,114.310741,30.613176
12189,18,江汉区,11159,MMC8000GPSANDASYN051113-19847-00000000,1356998230,262144,0,11160,114.258015,30.601495
12403,18,江汉区,11160,MMC8000GPSANDASYN051113-19847-00000000,1356998320,0,262144,11161,114.25679,30.605716
16492,18,江汉区,11160,MMC8000GPSANDASYN051113-19847-00000000,1356999210,262144,0,11161,114.19664,30.64084
15320,18,江汉区,11161,MMC8000GPSANDASYN051113-19847-00000000,1356999480,0,262144,11162,114.196711,30.62775
14344,18,江汉区,11161,MMC8000GPSANDASYN051113-19847-00000000,1357000750,262144,0,11162,114.25141,30.618515
15750,18,江汉区,11162,MMC8000GPSANDASYN051113-19847-00000000,1357001670,0,262144,11163,114.259468,30.632556
16021,18,江汉区,11162,MMC8000GPSANDASYN051113-19847-00000000,1357001680,262144,0,11163,114.259468,30.632556
15757,18,江汉区,11163,MMC8000GPSANDASYN051113-19847-00000000,1357001930,0,262144,11164,114.259508,30.632658
16029,18,江汉区,11163,MMC8000GPSANDASYN051113-19847-00000000,1357001950,262144,0,11164,114.259508,30.632658
15748,18,江汉区,11164,MMC8000GPSANDASYN051113-19847-00000000,1357003790,0,262144,11165,114.26024,30.632535
16019,18,江汉区,11164,MMC8000GPSANDASYN051113-19847-00000000,1357003800,262144,0,11165,114.26024,30.632535
15745,18,江汉区,11165,MMC8000GPSANDASYN051113-19847-00000000,1357004410,0,262144,11166,114.260195,30.632471
16014,18,江汉区,11165,MMC8000GPSANDASYN051113-19847-00000000,1357004420,262144,0,11166,114.260195,30.632471
16101,19,江岸区,11166,MMC8000GPSANDASYN051113-19847-00000000,1357005140,0,262144,11167,114.268798,30.638196
13026,13,青山区,11166,MMC8000GPSANDASYN051113-19847-00000000,1357006700,262144,0,11167,114.417186,30.609345
14649,13,青山区,11167,MMC8000GPSANDASYN051113-19847-00000000,1357007210,0,262144,11168,114.39553,30.621621
12918,13,青山区,11167,MMC8000GPSANDASYN051113-19847-00000000,1357009280,262144,0,11168,114.481421,30.608615
12055,13,青山区,11168,MMC8000GPSANDASYN051113-19847-00000000,1357010060,0,262144,11169,114.473185,30.602325
16502,13,青山区,11168,MMC8000GPSANDASYN051113-19847-00000000,1357011440,262144,0,11169,114.393595,30.640913
16099,13,青山区,11169,MMC8000GPSANDASYN051113-19847-00000000,1357011580,0,262144,11170,114.389208,30.638166
13731,17,硚口区,11169,MMC8000GPSANDASYN051113-19847-00000000,1357013730,262144,0,11170,114.179086,30.613776
13466,17,硚口区,11170,MMC8000GPSANDASYN051113-19847-00000000,1357013850,0,262144,11171,114.179593,30.61359
11833,18,江汉区,11170,MMC8000GPSANDASYN051113-19847-00000000,1357015650,262144,0,11171,114.301801,30.597956
11428,18,江汉区,11171,MMC8000GPSANDASYN051113-19847-00000000,1357015850,0,262144,11172,114.297865,30.595518
